"Code";"Name";"Rates";"Year";"Value";"Measure Unit";"Attribute";
2600000;"ŚWIĘTOKRZYSKIE";"gross reproduction";"2020";0.570;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2002";1.382;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2003";1.336;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2004";1.326;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2005";1.335;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2006";1.358;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2007";1.398;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2008";1.457;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2009";1.474;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2010";1.387;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2011";1.305;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2012";1.281;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2013";1.235;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2014";1.283;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2015";1.228;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2016";1.284;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2017";1.412;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2018";1.361;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2019";1.322;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"fertility";"2020";1.274;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2002";0.658;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2003";0.654;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2004";0.645;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2005";0.646;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2006";0.672;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2007";0.675;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2008";0.703;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2009";0.708;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2010";0.675;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2011";0.631;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2012";0.622;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2013";0.596;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2014";0.622;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2015";0.597;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2016";0.630;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2017";0.697;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2018";0.661;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2019";0.643;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gross reproduction";"2020";0.619;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2002";1.288;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2003";1.279;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2004";1.268;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2005";1.316;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2006";1.344;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2007";1.393;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2008";1.488;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2009";1.481;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2010";1.478;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2011";1.376;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2012";1.376;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2013";1.341;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2014";1.374;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2015";1.384;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2016";1.466;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2017";1.579;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2018";1.552;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2019";1.537;"-";"";
3000000;"WIELKOPOLSKIE";"fertility";"2020";1.507;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2002";0.625;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2003";0.619;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2004";0.612;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2005";0.635;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2006";0.644;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2007";0.676;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2008";0.722;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2009";0.713;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2010";0.718;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2011";0.670;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2012";0.667;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2013";0.652;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2014";0.664;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2015";0.671;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2016";0.710;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2017";0.768;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2018";0.756;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2019";0.746;"-";"";
3000000;"WIELKOPOLSKIE";"gross reproduction";"2020";0.732;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2002";1.237;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2003";1.220;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2004";1.229;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2005";1.232;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2006";1.251;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2007";1.301;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2008";1.381;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2009";1.360;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2010";1.308;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2011";1.215;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2012";1.228;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2013";1.203;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2014";1.228;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2015";1.218;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2016";1.296;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2017";1.372;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2018";1.332;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2019";1.299;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"fertility";"2020";1.254;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2002";0.598;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2003";0.585;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2004";0.591;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2005";0.596;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2006";0.607;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2007";0.640;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2008";0.685;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2009";0.657;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2010";0.630;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2011";0.601;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2012";0.594;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2013";0.583;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2014";0.601;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2015";0.599;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2016";0.632;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2017";0.670;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2018";0.644;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2019";0.628;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gross reproduction";"2020";0.610;"-";"";
